company_clean,connection_count,recruiter_count,talent_count,hiring_manager_count,data_leader_count,data_peer_count,avg_priority_score,top_persona,top_area,strategic_potential,suggested_market,suggested_confidence,suggested_reason,manual_market,manual_category,manual_notes
Grupo Osafi,1,0,0,0,0,0,30.0,HR,HR,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo Recovery,1,0,0,0,0,1,30.0,Data Engineer,Data Engineering,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
H A O A Ferrari,1,0,0,0,0,0,30.0,Partner,Data Engineering,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
HCL Technologies Ltd,1,0,0,0,0,0,30.0,Other,Other,15.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Halliburton,1,0,0,0,0,0,30.0,HR,HR,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Humana,1,0,0,0,0,0,30.0,Consultant,Consulting,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
INFINIA,1,0,0,0,0,0,30.0,HR,HR,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Ivy Group S/A,1,0,0,0,0,0,30.0,Operations,Management,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
LG CNS,1,0,0,0,0,1,30.0,Data Engineer,Data Engineering,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Markel,1,0,0,0,0,1,30.0,Data Engineer,Data Engineering,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Mesha Tecnologia,1,0,0,0,0,1,30.0,Data Engineer,Data Engineering,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
MultiCenter,1,0,0,0,0,0,30.0,HR,HR,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Ocean Network Express,1,0,0,0,0,0,30.0,HR,HR,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Oritecno S.A,1,0,0,0,0,0,30.0,HR,HR,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Oxford Data Plan,1,0,0,0,0,0,30.0,Other,Other,15.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'data',,,
PICCADILLY COMPANY,1,0,0,0,0,0,30.0,HR,HR,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
PRH Bolivia,1,0,0,0,0,0,30.0,HR,HR,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
PROTA,1,0,0,0,0,0,30.0,HR,HR,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
PS Data Analyst,1,0,0,0,0,1,30.0,Data Analyst,Analytics,15.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'data',,,
People Made Machines,1,0,0,0,0,1,30.0,Data Scientist,Data Science / AI,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Qualicorp,1,0,0,0,0,1,30.0,Data Engineer,Data Engineering,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
RM Gente e Gestão,1,0,0,0,0,0,30.0,HR,Management,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
RevenueCat,1,0,0,0,0,1,30.0,Data Scientist,Data Science / AI,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
SE Mentor Solutions,1,0,0,0,0,0,30.0,HR,HR,15.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
SEVN Technologies,1,0,0,0,0,1,30.0,Data Scientist,Data Science / AI,15.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Stack Technologies,1,0,0,0,0,1,30.0,Data Scientist,Data Science / AI,15.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Stolt-Nielsen,1,0,0,0,0,1,30.0,Data Scientist,Data Science / AI,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Strata Community Insurance,1,0,0,0,0,0,30.0,Product,Product,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Superhuman,1,0,0,0,0,1,30.0,Data Engineer,Data Engineering,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
TLP,1,0,0,0,0,0,30.0,HR,HR,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Tech Observer,1,0,0,0,0,0,30.0,Other,Other,15.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Technica Nova Baltica,1,0,0,0,0,0,30.0,Other,Operations,15.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Texas Psychiatry Group,1,0,0,0,0,1,30.0,Machine Learning / AI,Data Science / AI,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
The School Of Conscious Leadership,1,0,0,0,0,0,30.0,Consultant,Management,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Trafilea Tech E-commerce Group,1,0,0,0,0,0,30.0,Other,Analytics,15.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Tribunal Regional Federal da 5ª Região - TRF5,1,0,0,0,0,1,30.0,Data Engineer,Data Engineering,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
UPBI Data & AI,1,0,0,0,0,0,30.0,HR,HR,15.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'data',,,
Uklon,1,0,0,0,0,0,30.0,Other,Other,15.1,EUROPE,HIGH,company name contains geographic keyword: 'uk',,,
Unity,1,0,0,0,0,0,30.0,Project / Program Manager,Management,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
VIDI,1,0,0,0,0,1,30.0,Data Engineer,Data Engineering,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Vaarida Technologies,1,0,0,0,0,0,30.0,Other,Other,15.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Waverley Software,1,0,0,0,0,0,30.0,Other,Other,15.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'software',,,
Woodgrove Technologies Inc,1,0,0,0,0,0,30.0,HR,HR,15.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
WsCube Tech,1,0,0,0,0,1,30.0,Data Analyst,Analytics,15.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
"Zafer Taahhüt, İnşaat ve Tic. A.Ş",1,0,0,0,0,0,30.0,HR,HR,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Zig. The Global Funtech,1,0,0,0,0,1,30.0,Data Analyst,Analytics,15.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Zoox Smart Data,1,0,0,0,0,1,30.0,Data Analyst,Analytics,15.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'data',,,
mattilda,1,0,0,0,0,0,30.0,HR,HR,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
moOngy,1,0,0,0,0,0,30.0,Project / Program Manager,Management,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
nectar,1,0,0,0,0,1,30.0,Data Scientist,Data Science / AI,15.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
GE Vernova,43,1,0,0,0,1,15.5,Other,Other,15.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Globo,19,1,0,0,0,3,20.3,Other,Management,15.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
W3haus,4,0,0,0,1,0,25.2,Other,Management,15.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
beAnalytic,4,0,0,0,1,1,25.2,Other,Analytics,15.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Logic Logística,2,0,0,0,0,0,29.5,Other,Management,15.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
DIS AG,10,1,0,0,0,0,21.7,Other,Consulting,14.8,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
amaxo GmbH,4,0,0,0,1,0,24.8,Other,Management,14.8,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Zurich Insurance,3,1,0,0,0,0,23.0,Other,Management,14.8,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Kienbaum,5,0,0,0,1,0,24.4,Other,Other,14.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Blue Orange Digital,2,0,0,0,0,1,29.0,Data Engineer,Data Engineering,14.7,GLOBAL_TECH,LOW,company name contains tech keyword: 'digital',,,
Computer Futures,2,0,0,0,0,0,29.0,Consultant,Consulting,14.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Nortrez,2,0,0,0,0,0,29.0,Other,Management,14.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Unimed Uberlândia,2,0,0,0,0,0,29.0,HR,HR,14.7,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
MRV,3,0,1,0,0,0,23.7,Other,HR,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
AlphaLit,1,0,0,0,0,1,29.0,Data Scientist,Data Science / AI,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Animália Park,1,0,0,0,0,0,29.0,HR,HR,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Capyba Software Studio,1,0,0,0,0,0,29.0,Consultant,Consulting,14.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'software',,,
E2E Solutions,1,0,0,0,0,0,29.0,Consultant,Management,14.6,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
Elad Software Systems,1,0,0,0,0,0,29.0,Software Engineer,BI,14.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'software',,,
Encuadrado,1,0,0,0,0,0,29.0,Other,Management,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
EngSearch | engineering people,1,0,0,0,0,0,29.0,Consultant,HR,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Fundação Getulio Vargas,1,0,0,0,0,0,29.0,Other,Other,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Gainsight,1,0,0,0,0,0,29.0,Other,Other,14.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Goldfish Group,1,0,0,0,0,0,29.0,Other,Management,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Graphic Packaging International,1,0,0,0,0,0,29.0,Consultant,Consulting,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
HEART ME & FOLLOW,1,0,0,0,0,0,29.0,Other,Management,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
"International Talent Leader, Advisor & Business Coach",1,0,0,0,0,0,29.0,Consultant,Consulting,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Juniper Travel Technology,1,0,0,0,0,0,29.0,Software Engineer,Software Engineering,14.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'technology',,,
Luba Techniek,1,0,0,0,0,0,29.0,Consultant,Consulting,14.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
MATH,1,0,0,0,0,0,29.0,HR,HR,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Martech DM,1,0,0,0,0,0,29.0,Software Engineer,Software Engineering,14.6,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
"NWorld Advisory, Tech & Operations",1,0,0,0,0,0,29.0,Consultant,Consulting,14.6,GLOBAL_CONSULTING,LOW,mixed signals: tech 'tech' + consulting 'advisory',,,
Newsela,1,0,0,0,0,1,29.0,Data Engineer,Data Engineering,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Open (YC W24),1,0,0,0,0,0,29.0,HR,Operations,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Pmweb,1,0,0,0,0,0,29.0,HR,HR,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Remote,1,0,0,0,0,0,29.0,Consultant,Consulting,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
RemoteUp,1,0,0,0,0,0,29.0,Consultant,Consulting,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Robots & Pencils,1,0,0,0,0,0,29.0,Other,Management,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
SLC Agrícola S/A,1,0,0,0,0,1,29.0,Data Engineer,Data Engineering,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Savant Network,1,0,0,0,0,0,29.0,Other,Management,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Spilberg IT Dev Careers,1,0,0,0,0,0,29.0,Consultant,Consulting,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
StyleSeat,1,0,0,0,0,1,29.0,Data Engineer,Data Engineering,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
TechNET IT Recruitment Ltd,1,0,0,0,0,0,29.0,Consultant,Consulting,14.6,GLOBAL_STAFFING,HIGH,company name contains staffing keyword: 'it recruitment',,,
Telasist,1,0,0,0,0,0,29.0,Other,Management,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Trendyol Group,1,0,0,0,0,0,29.0,Other,Management,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
"Ubiminds: You, International",1,0,0,0,0,0,29.0,Software Engineer,Software Engineering,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Zenika,1,0,0,0,0,0,29.0,Other,Management,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
prismat GmbH,1,0,0,0,0,0,29.0,Consultant,Management,14.6,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Ratbacher GmbH,4,0,0,0,1,0,24.2,Other,Management,14.5,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Capitani Group,9,0,0,0,1,0,23.1,Other,Other,14.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Celonis,3,0,0,0,0,0,28.3,Software Engineer,Software Engineering,14.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
GVC Soluções em Cobrança,3,0,0,0,0,1,28.3,Other,Analytics,14.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Airbus,2,0,0,0,0,0,28.5,HR,HR,14.4,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
BAT,2,0,0,0,0,0,28.5,HR,Management,14.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Datarisk,2,0,0,0,0,0,28.5,Other,Management,14.4,GLOBAL_TECH,LOW,company name contains tech keyword: 'data',,,
Grupo Technos S/A,2,0,0,0,0,0,28.5,HR,HR,14.4,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Seguros Unimed,2,0,0,0,0,1,28.5,Data Engineer,Data Engineering,14.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Softys,2,0,0,0,0,1,28.5,Data Engineer,Data Engineering,14.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
TeamStation AI,2,0,0,0,0,1,28.5,Data Engineer,Data Engineering,14.4,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
Venha Pra Nuvem,2,0,0,0,0,0,28.5,HR,HR,14.4,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Pulse Client Experts,4,0,0,0,0,0,27.8,HR,HR,14.3,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Profectum,3,1,0,0,0,0,22.0,Other,BI,14.3,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Unimed Maringá,3,0,0,0,0,1,28.0,HR,HR,14.3,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Equifax I BoaVista,4,0,0,0,1,1,23.5,Other,Management,14.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Finch | Simplificando o mundo jurídico,2,0,0,0,0,0,28.0,HR,Management,14.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo Terra Firme,2,0,0,0,0,0,28.0,Other,Other,14.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Justos,2,0,0,0,0,1,28.0,Data Engineer,Data Engineering,14.2,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Quality Digital,2,0,0,0,0,1,28.0,Data Engineer,Data Engineering,14.2,GLOBAL_TECH,LOW,company name contains tech keyword: 'digital',,,
(GSH) Grupo Soluciones Horizonte,1,0,0,0,0,0,28.0,Consultant,Analytics,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
A Humtech agora é Humgroup,1,0,0,0,0,0,28.0,Other,HR,14.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
AGLH consultores,1,0,0,0,0,0,28.0,Other,Management,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ALGORTA S.A,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ASSERTIZE,1,0,0,0,0,0,28.0,HR,Management,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Abercrombie & Fitch Co,1,0,0,0,0,1,28.0,Data Engineer,Data Engineering,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Alimentos Bloxom,1,0,0,0,0,0,28.0,HR,Management,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Altus Engineering,1,0,0,0,0,0,28.0,Other,Management,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Amenitiz,1,0,0,0,0,0,28.0,Product,Product,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Appzlogic,1,0,0,0,0,0,28.0,Other,Management,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Arquitectura del Talento - OFERTAS LABORALES,1,0,0,0,0,0,28.0,Consultant,Consulting,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Azzorti,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CAMARA DE COMERCIO DE CARTAGENA,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
CHROME S.R.L,1,0,0,0,0,0,28.0,HR,HR,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
COS Global Services,1,0,0,0,0,0,28.0,Consultant,Consulting,14.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'services',,,
Colegio y Liceo Hans Christian Andersen,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Compañía de Inversiones COMVERSA,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Consultoria Gênesis,1,0,0,0,0,0,28.0,Consultant,Consulting,14.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
Corporación América International,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Eloyse Konell Gestão e Consultoria,1,0,0,0,0,0,28.0,Founder,Management,14.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
En transicion laboral,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Farmashop,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo Hub,1,0,0,0,0,0,28.0,Consultant,Consulting,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Grupo INTERSALUD SRL,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
HONOR,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Howdy.com,1,0,0,0,0,0,28.0,Other,Management,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Joyson Safety Systems,1,0,0,0,0,0,28.0,HR,HR,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
"Kelly Science, Engineering, Technology & Telecom",1,0,0,0,0,0,28.0,Other,Operations,14.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'technology',,,
Kronia Technologies,1,0,0,0,0,0,28.0,Other,Other,14.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
LemonTech,1,0,0,0,0,0,28.0,Other,Other,14.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Memorial Park - Parque Cementerio,1,0,0,0,0,0,28.0,HR,HR,14.1,BRAZIL,HIGH,company name contains geographic keyword: 'rio',,,
Mignow,1,0,0,0,0,0,28.0,Product,Product,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Mundo Novo Locação e Higienização Textil,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
NWS Executive Search,1,0,0,0,0,0,28.0,Consultant,Consulting,14.1,GLOBAL_STAFFING,HIGH,company name contains staffing keyword: 'executive search',,,
Nouvel Talent,1,0,0,0,0,0,28.0,Consultant,Consulting,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Nutrata,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ONR • Registro de Imóveis Eletrônico,1,0,0,0,0,0,28.0,Other,Management,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Proyectos Engineering,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Quadrant Technologies,1,0,0,0,0,0,28.0,Other,Other,14.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
RH Vale Consultoria,1,0,0,0,0,0,28.0,Consultant,Consulting,14.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
RHIV Consultoria,1,0,0,0,0,0,28.0,HR,HR,14.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'consultoria',,,
Revenus,1,0,0,0,0,0,28.0,Other,Management,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
SAFR from RealNetworks,1,0,0,0,0,1,28.0,Data Scientist,Data Science / AI,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
SANTIAGO ENGENHARIA,1,0,0,0,0,0,28.0,HR,HR,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
SELECTA CONSULTORA,1,0,0,0,0,0,28.0,Consultant,Consulting,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
SPD Technology,1,0,0,0,0,0,28.0,Other,Management,14.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'technology',,,
Sain Technologies,1,0,0,0,0,0,28.0,Other,Management,14.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Salesforce,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Sandbox,1,0,0,0,0,0,28.0,Other,Management,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Secretaria Municipal da Saúde de São Paulo,1,0,0,0,0,0,28.0,Consultant,Consulting,14.1,BRAZIL,HIGH,company name contains geographic keyword: 'são paulo',,,
Serasa,1,0,0,0,0,0,28.0,Other,Management,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Skill Tech RH,1,0,0,0,0,0,28.0,Other,Other,14.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Stratum Group,1,0,0,0,0,0,28.0,Consultant,Consulting,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
TaTa S.A,1,0,0,0,0,0,28.0,Other,Management,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Telemont,1,0,0,0,0,0,28.0,HR,HR,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Tienda Amiga,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Touch Technologies S.A. de C.V,1,0,0,0,0,0,28.0,Other,Other,14.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'tech',,,
Transcodezy IT Solutions Pvt. Ltd,1,0,0,0,0,0,28.0,Other,Other,14.1,GLOBAL_CONSULTING,LOW,company name contains consulting keyword: 'solutions',,,
VeriiPro,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Viaflow - Talentos & Tecnologia,1,0,0,0,0,0,28.0,HR,Management,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Vinícola Jolimont,1,0,0,0,0,0,28.0,Other,HR,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Wabee AI,1,0,0,0,0,0,28.0,Product,Product,14.1,GLOBAL_TECH,LOW,company name contains tech keyword: 'ai',,,
yellow.rec,1,0,0,0,0,0,28.0,Other,Other,14.1,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
F1RST Digital Services,7,0,0,0,1,1,22.6,Other,Management,14.0,GLOBAL_CONSULTING,LOW,mixed signals: tech 'digital' + consulting 'services',,,
Bracell,6,0,1,0,0,0,21.7,Other,Other,14.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
ArcelorMittal Sistemas,4,0,0,0,0,1,27.2,Other,Management,14.0,GLOBAL_TECH,LOW,company name contains tech keyword: 'sistemas',,,
GRUPO LPJ,3,0,0,0,0,2,27.3,Data Engineer,Data Engineering,14.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Algar Telecom,2,0,0,0,0,1,27.5,Data Engineer,Analytics,14.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Bosch Rexroth,2,0,0,0,0,0,27.5,HR,HR,14.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Cultura Inglesa,2,0,0,0,0,0,27.5,HR,HR,14.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Graphite,2,0,0,0,0,0,27.5,HR,Management,14.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
Kanastra,2,0,0,0,0,2,27.5,Data Engineer,Data Engineering,14.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
QSOFT,2,0,0,0,0,1,27.5,Data Engineer,Data Engineering,14.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
SantoDigital,2,0,0,0,0,0,27.5,HR,Management,14.0,GLOBAL_TECH,LOW,company name contains tech keyword: 'digital',,,
Sofitel Montevideo Casino Carrasco & Spa,2,0,0,0,0,0,27.5,HR,Management,14.0,UNKNOWN,UNKNOWN,no usable signal found in company name or persona composition,,,
